issue,polviews,verb_ab,id,quest,answer,arg,counter_arg,exposure,belief_before,belief_now
polescap,liberal,low,60,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,4|3|2,0|4|7|6|1,0,65,85
polescap,liberal,low,778,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,3|1|6,3|6,0,90,55
polescap,liberal,low,387,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,4,3,0,90,75
polescap,liberal,low,283,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,3,6,1,90,60
polescap,liberal,low,594,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,1|4|0|6|7,2|5,0,80,50
polescap,liberal,low,644,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,3|4,0,0,85,65
polescap,liberal,low,547,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,3|7,6|0,0,95,88
polescap,liberal,low,838,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,3|8,7|1,1,75,40
polescap,liberal,low,410,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,1,7|4|0|6,0,85,75
polescap,liberal,low,64,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,5,6,1,75,65
polescap,liberal,low,490,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,3,6|3,0,20,50
polescap,liberal,low,680,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,3,0,1,80,60
polescap,liberal,low,348,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,6,3,0,25,35
polescap,liberal,low,346,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,0|5,4,0,25,50
polescap,liberal,low,714,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,1|0|3|2,7|4|6,0,92,84
polescap,liberal,low,369,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,3,7,1,65,50
polescap,liberal,low,96,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,3,0,1,50,70
polescap,liberal,low,636,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,5,4,1,96,80
polescap,liberal,low,223,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,6|1|0,2,1,49,28
polescap,liberal,low,943,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,3,0,0,70,50
polescap,liberal,low,250,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,7,0,0,40,60
polescap,liberal,low,309,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,2,1,0,53,34
polescap,liberal,low,581,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,3,6,0,30,40
polhitok,liberal,low,223,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,0,4|0,5|3,1,47,31
polhitok,liberal,low,248,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6,1,0,25,50
polhitok,liberal,low,369,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,1|4,0|1,1,90,70
polhitok,liberal,low,346,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6|1|3,4|7|5,1,90,80
polhitok,liberal,low,219,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,0,6,3,1,50,75
polhitok,liberal,low,309,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,0,2,0,64,54
polhitok,liberal,low,58,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6,4|6,1,40,40
polhitok,liberal,low,552,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,0|1|2|6|4|5|8,0|7|8,1,100,100
polhitok,liberal,low,176,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,0,7|1|2,6|1|0,0,10,70
polhitok,liberal,low,778,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6|3,1|5,0,95,70
polhitok,liberal,low,177,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,0|3,4|6,0,30,60
polhitok,liberal,low,251,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6|3|0,3|7,1,100,80
polhitok,liberal,low,363,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,8,5,0,95,90
polhitok,liberal,low,201,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,0,6,0,0,80,20
polhitok,liberal,low,817,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,5|6|0,3|6|0,1,100,80
polhitok,liberal,low,547,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6|5,2|1|0|3,0,90,85
polhitok,liberal,low,834,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,3,3,0,95,95
polhitok,liberal,low,823,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6,6,1,90,80
polhitok,liberal,low,250,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6,0,0,60,40
polhitok,liberal,low,746,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6,0,1,50,40
polhitok,liberal,low,626,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,4|8,6|1,0,70,50
polhitok,liberal,low,644,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,1|3|6|4,5|1|0|6|4,0,95,85
polhitok,liberal,low,931,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6|0,0,1,30,30
polhitok,liberal,low,60,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,4|1|3|5,1|3|6,0,88,91
polhitok,liberal,low,241,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,4|1|6,4|3|1,1,50,85
polhitok,liberal,low,64,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6,0,1,35,65
polhitok,liberal,low,387,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,0,0,2,0,50,50
polhitok,liberal,low,314,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,5|3|6,3,0,30,40
polhitok,liberal,low,351,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,3,1,1,80,80
polhitok,liberal,low,581,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6,6|0,0,50,50
polmurdr,liberal,low,859,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,6|4|0|1|5,0|3|8,0,65,50
polmurdr,liberal,low,250,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,7,3,0,10,20
polmurdr,liberal,low,636,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,7,3,0,40,75
polmurdr,liberal,low,337,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,1,6,0,70,50
polmurdr,liberal,low,805,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,8,8,0,60,40
polmurdr,liberal,low,594,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,7|1|6,3,0,65,55
polmurdr,liberal,low,155,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,7|1|0|5|4,7|4|3,1,70,58
polmurdr,liberal,low,35,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,4|3|6,2|8,0,60,50
polmurdr,liberal,low,746,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,1|0,3,0,25,15
polmurdr,liberal,low,141,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,3|1,0,0,15,15
polmurdr,liberal,low,547,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,6|4|0,8,0,85,65
polmurdr,liberal,low,223,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,4|6|1|0,3,1,34,32
polmurdr,liberal,low,497,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,1,8,0|3|6|7,0,15,85
polmurdr,liberal,low,626,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,0|3|7|1,6,0,50,40
polmurdr,liberal,low,38,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,6,1,0,70,50
polmurdr,liberal,low,177,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,6,4,1,60,60
